META,CODE,Lt_kod,Lt_namn,KommunKod,KommunNamn,Valdistrikt_namn,Röstberättigade totalt,Röstberättigade utländska medborgarskap,Valdeltagande,Moderaterna,Centerpartiet,Folkpartiet,Kristdemokraterna,Miljöpartiet,Socialdemokraterna,Vänsterpartiet,Sverigedemokraterna,Övriga partier,Block Alliansen,Block Rödgröna,Andel 18-29 år ,Andel 30-49 år,Andel 50-64 år,Andel 65- år,Andel utrikes födda,Andel med eftergymnasial utbildning,Medianinkomst
,05090101,05,Östergötlands läns landsting,0509,Ödeshög,Holaveden,651,31,76,22.2,20.7,2.1,17.5,4.7,22,4.5,3.5,2.9,62.4,31.2,14.7,30.1,30.4,24.7,6.3,20.9,200000
,05090201,05,Östergötlands läns landsting,0509,Ödeshög,Fridtjuv Berg,1299,53,79.6,17.6,10.2,2.6,15,6.9,38.1,3.1,4.4,2.1,45.4,48.1,14.9,26.8,24.9,33.4,7.9,13.3,188000
,05090202,05,Östergötlands läns landsting,0509,Ödeshög,Lysing,1268,35,76.7,17.4,9.1,5.1,16.9,7.4,35.9,2.7,3.2,2.3,48.5,46,14,27.6,25.1,33.3,6.6,15.1,196000
,05090301,05,Östergötlands läns landsting,0509,Ödeshög,Alvastra,1036,21,78.3,28.9,18.7,4,8.8,7.1,23.6,4.3,3.2,1.4,60.4,35,14.3,29.2,33.1,23.4,4.6,21.9,196000
,05120101,05,Östergötlands läns landsting,0512,Ydre,Torpa,753,18,89.5,18.4,21.9,4.6,9.7,5.2,33.4,2.1,4.1,0.5,54.6,40.8,15.3,30.3,28.3,26.2,4.4,22.6,222000
,05120201,05,Östergötlands läns landsting,0512,Ydre,Asby,427,8,84.8,22,26.2,3.9,11.8,6.5,22.3,1.7,4.5,1.1,63.9,30.4,13.3,25.8,28.3,32.6,4.2,17,190000
,05120301,05,Östergötlands läns landsting,0512,Ydre,Sund-Svinhult-Norra Vi,1263,35,83.8,22.3,18.8,4.2,8.6,3,36,2.2,4.3,0.6,53.9,41.3,15.7,23,26.3,35.1,7.8,19.1,205000
,05120401,05,Östergötlands läns landsting,0512,Ydre,Västra Ryd,544,30,84,20.9,20.6,7,13.6,6.6,24,2.5,2.5,2.3,62.1,33.1,14,27.6,32.4,26.1,6.6,20.3,208000
,05130201,05,Östergötlands läns landsting,0513,Kinda,Kisa samhälle,1297,31,75.6,18.3,12.4,3.2,6,3.7,45.9,4.1,4.3,2.1,39.9,53.7,15.2,27.5,22.4,34.9,5.1,16.7,214000
,05130202,05,Östergötlands läns landsting,0513,Kinda,Kisa västra,1293,42,78.7,16.7,18.3,2.9,5.9,3.9,39.7,4.2,5.6,2.7,43.8,47.9,16.7,27.8,22.2,33.3,7.5,13.8,203000
,05130203,05,Östergötlands läns landsting,0513,Kinda,Kisa sydöstra,1307,31,76.4,18.4,18.4,3.9,6.7,5.9,34.1,5.1,5.3,2.3,47.3,45.1,16.3,25.3,26.6,31.8,5.5,16.9,188000
,05130401,05,Östergötlands läns landsting,0513,Kinda,Horn-Hycklinge-Björkfors,1273,29,77.5,18,34.6,1.8,5.6,10,22.9,3.2,2.7,1.2,59.9,36.1,10,22.3,33.3,34.4,4.3,18.9,196000
,05130901,05,Östergötlands läns landsting,0513,Kinda,Rimforsa landsbygd,1562,23,77.6,23.6,18.1,6.8,7.8,7.5,25.6,6.5,2.6,1.5,56.3,39.5,13.5,37.6,28,20.8,3.2,30,231000
,05130902,05,Östergötlands läns landsting,0513,Kinda,Rimforsa samhälle,1025,14,82.6,18,8.5,7.4,9.4,11.2,34.1,6.3,2.9,2.2,43.3,51.6,18.3,32.8,24.1,24.8,3.9,29.3,213000
,05600201,05,Östergötlands läns landsting,0560,Boxholm,Boxholm 2,1499,30,83.1,18.1,6.7,3.7,6.2,2.3,54,4.5,3,1.5,34.7,60.8,12.4,24,28.7,34.9,4.2,14.4,208000
,05600202,05,Östergötlands läns landsting,0560,Boxholm,Boxholm 1,1615,46,82.2,12.6,5.4,2.7,6,3.8,57.7,6,4.1,1.7,26.7,67.5,17,32.9,23.8,26.2,6.1,12.8,216000
,05600401,05,Östergötlands läns landsting,0560,Boxholm,Boxholm 3,1100,11,86.4,18.2,21.2,2.7,9.5,6,33.9,3.7,3.2,1.7,51.5,43.6,15.6,29.7,32.2,22.5,3.2,19.9,219000
,05610101,05,Östergötlands läns landsting,0561,Åtvidaberg,Villahagen,1384,20,88.5,21.8,4.2,4.5,6.3,4.8,51.4,2.9,2.1,2.1,36.8,59.1,13.5,37.3,25.9,23.3,4.2,21.7,246000
,05610102,05,Östergötlands läns landsting,0561,Åtvidaberg,Edberga,1144,21,84.1,27.2,6.7,5.5,5.2,3.8,45,2.9,1.9,1.7,44.7,51.7,12.2,23.8,25.2,38.9,4.6,21.5,200000
,05610103,05,Östergötlands läns landsting,0561,Åtvidaberg,Eksätter,1233,37,78,14.8,5,2.1,2.4,3.5,60.4,5.8,3.9,2.3,24.2,69.6,16,30.3,23.8,29.9,6,10.1,191000
,05610105,05,Östergötlands läns landsting,0561,Åtvidaberg,Djurgården,1125,10,78,18.4,4,3.3,4.4,4.4,55.8,3.2,4.4,2,30.2,63.4,14.7,23.3,21.6,40.4,4.4,13.5,190000
,05610106,05,Östergötlands läns landsting,0561,Åtvidaberg,Nygård,1203,19,83.9,20.7,4.1,4.6,4.7,5,51.5,3.9,2.3,3.1,34.2,60.5,12.8,26.2,26.4,34.7,5.7,15.7,207000
,05610201,05,Östergötlands läns landsting,0561,Åtvidaberg,Grebo-Värna,1249,17,85.1,30.3,9.2,5.6,5.5,4.4,34.5,3.2,4.1,3.3,50.6,42.1,14.1,41.6,26.7,17.7,3.6,26.7,248000
,05610401,05,Östergötlands läns landsting,0561,Åtvidaberg,Björsäter-Yxnerum,735,11,84.9,28.4,13.8,5.5,4,3.5,34.7,3.3,3.2,3.8,51.6,41.5,11,34.4,29.1,25.4,3.5,20.5,219000
,05610601,05,Östergötlands läns landsting,0561,Åtvidaberg,Hannäs,406,6,77.1,14.5,34.7,2.3,3.3,1.7,33.3,2,5.6,2.6,54.8,37,15.5,25.6,32.3,26.6,3.7,8.2,179000
,05610701,05,Östergötlands läns landsting,0561,Åtvidaberg,Gärdserum,580,10,82.2,19.1,17.6,1.3,4.3,4.3,41.9,5.2,3.9,2.4,42.3,51.4,13.1,29,31.2,26.7,4.9,14.5,191000
,05620101,05,Östergötlands läns landsting,0562,Finspång,Centrum,1584,57,76.5,17.4,4.1,4.9,4.7,3.9,46.9,7.7,3.4,7,31,58.6,17.2,25.9,20.8,36.2,12.4,20.1,199000
,05620103,05,Östergötlands läns landsting,0562,Finspång,Svälthagen,1084,41,83.3,20.1,4.3,4.6,2.7,3.4,48.3,4.6,2.4,9.5,31.8,56.3,15,30.6,21.8,32.6,12.3,21.2,228000
,05620105,05,Östergötlands läns landsting,0562,Finspång,Viggestorp,1544,36,87.6,22.6,5.5,5.9,4.6,4,42.2,4.1,2.2,9,38.5,50.2,13.3,33.5,24.1,29.1,9.9,25.6,241000
,05620106,05,Östergötlands läns landsting,0562,Finspång,Östermalm,1575,52,77.6,14.4,3.8,4.5,3.7,5.1,49.1,6.7,3.2,9.5,26.4,60.8,19.5,26.7,23.2,30.5,15,21.2,212000
,05620108,05,Östergötlands läns landsting,0562,Finspång,Storängen,1458,87,71.4,12,2.7,3.2,5,4.3,57,7.3,3.6,5,22.8,68.6,21,25.1,21.7,32.2,18.6,16.6,187000
,05620109,05,Östergötlands läns landsting,0562,Finspång,Grosvad,1420,69,77.4,17.2,2.9,4.2,3.6,5.1,48.8,7,1.8,9.3,28,61,17.3,34.8,23.6,24.4,16.2,20.3,223000
,05620110,05,Östergötlands läns landsting,0562,Finspång,Lotorp,870,14,82.3,19.5,8.1,5,4.7,5.4,39.9,5.3,2.7,9.4,37.3,50.6,14.5,37,28.5,20,5.8,22.6,252000
,05620111,05,Östergötlands läns landsting,0562,Finspång,Hårstorp,1666,51,83.2,20.9,7.9,5.3,4.2,4.4,39.8,5.1,2.8,9.5,38.4,49.3,11.8,32,29.7,26.5,9.2,26.5,238000
,05620113,05,Östergötlands läns landsting,0562,Finspång,Nyhem,1121,52,80.1,13.4,1.7,4.4,4.8,4.1,53.4,5.7,4,8.6,24.3,63.2,18.8,29.3,27.7,24.3,16.1,17.7,216000
,05620201,05,Östergötlands läns landsting,0562,Finspång,Grytgöl,425,6,83.1,21.7,7,3.2,7,2.3,42.6,7.8,3.8,4.6,38.8,52.8,11.8,34.1,25.4,28.7,4.7,14.2,205000
,05620202,05,Östergötlands läns landsting,0562,Finspång,Hällestad,796,12,83.5,16.2,10.4,2.8,8.3,4.3,41,4.7,3.8,8.4,37.7,50.1,11.4,29.5,28.8,30.3,6,15.8,216000
,05620203,05,Östergötlands läns landsting,0562,Finspång,Ljusfallshammar,391,14,86.7,19.5,9.6,4.5,12,2.4,37.1,5.1,3,6.9,45.5,44.6,12.5,27.6,26.3,33.5,8.4,17.8,200000
,05620204,05,Östergötlands läns landsting,0562,Finspång,Sonstorp,693,19,84,17.6,9.9,4,14.8,3.9,37.5,4.9,1.4,6,46.3,46.3,13.6,33.9,25.7,26.8,6.1,18.6,222000
,05620301,05,Östergötlands läns landsting,0562,Finspång,Regna,449,17,78.8,29.4,13.4,3.7,3.7,4.6,24.3,6.6,6.3,8,50.3,35.4,14.7,24.7,29,31.6,6.3,17.3,194000
,05620401,05,Östergötlands läns landsting,0562,Finspång,Hagaryd,437,8,78.3,26.6,8.6,2.8,1.5,4.9,33.9,9.2,2.8,9.8,39.4,48,13.5,25.9,35.5,25.2,5.7,16.4,212000
,05620402,05,Östergötlands läns landsting,0562,Finspång,Rejmyre,842,15,80.3,20.4,3.9,2.7,2.9,3.8,44.5,3.9,4.8,13.1,29.9,52.2,12.6,28.5,28.3,30.6,6.8,12.9,206000
,05620403,05,Östergötlands läns landsting,0562,Finspång,Brenäs,384,12,77.3,30.8,10.6,2.7,2.7,6.8,22.6,7.5,3.4,12.7,46.9,37,10.9,25.8,35.4,27.9,9.1,24.2,211000
,05630101,05,Östergötlands läns landsting,0563,Valdemarsvik,Valdemarsvik 1,1420,33,77.3,19.2,5.6,2,4,3.9,46.1,3.1,3.8,12.4,30.7,53.1,12.7,23.4,24,39.9,6.5,14.4,182000
,05630102,05,Östergötlands läns landsting,0563,Valdemarsvik,Valdemarsvik 2,956,17,81.9,17.4,6.1,3.7,4.5,2.8,46.4,2.8,3.2,13.2,31.7,51.9,15,25,30.8,29.3,7.4,16.5,206000
,05630201,05,Östergötlands läns landsting,0563,Valdemarsvik,Ringarum 1,1105,14,83.8,18.6,19.1,2.5,6.4,4.7,27.3,3.2,5.8,12.4,46.7,35.1,14.2,30.6,29.3,25.9,2.4,16.4,204000
,05630202,05,Östergötlands läns landsting,0563,Valdemarsvik,Ringarum 2,1450,31,80.1,13.1,9.2,3.1,4.6,3.2,49,4.8,4.5,8.6,29.9,56.9,14.8,29.7,28.8,26.8,6.4,12.5,201000
,05630401,05,Östergötlands läns landsting,0563,Valdemarsvik,Gryt,742,12,85.8,35.7,17.6,5.4,4,2.9,20.8,2.1,2.1,9.5,62.7,25.7,9,15.8,34.5,40.7,3.7,26.7,205000
,05630501,05,Östergötlands läns landsting,0563,Valdemarsvik,Tryserum-Östra Ed,727,17,82.5,22.2,27,2.2,7.7,3.9,22.9,3.1,3.9,7.2,59,29.9,12,25.2,32.7,30.1,4.6,18.5,191000
,05800101,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 1 (Nedre Vasastaden V),1499,39,81.1,35.6,5,9.7,5.9,7.9,24.9,4.7,2.9,3.4,56.2,37.6,31.5,25.4,20.7,22.3,8,45.8,229000
,05800102,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 2 (Hunneberg),1332,27,80.3,32.9,4.9,9.7,3.9,13,25.2,5.4,2.3,2.7,51.4,43.6,39.5,29.7,16.5,14.3,7.1,56.5,219000
,05800103,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 3 (Övre Vasastaden Ö),1262,29,80.3,32.9,5.8,9.4,5.5,11.5,22.1,6.7,2.7,3.3,53.7,40.3,48.1,27.8,12.8,11.3,8.9,49,204000
,05800104,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 4 (Övre Vasastaden V),1245,50,75.7,23,2.6,6.4,2.2,11.5,37,8.4,3.4,5.5,34.2,56.9,42.3,30.9,13.6,13.2,18.6,40.4,163000
,05800105,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 5 (Nedre Vasastaden Ö),1432,33,80.2,42.8,4,10.3,5.1,6.8,19.1,5.3,2.9,3.8,62.1,31.2,31.1,23.5,20.3,25.1,10.3,48.5,232000
,05800106,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 6 (Kanberget mfl),1380,33,87.2,38.6,5,9.5,7.4,11.3,20.7,3.8,1.4,2.4,60.5,35.7,28.1,24.9,26.1,20.9,6.5,56.4,251000
,05800107,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 7 (Innerstaden S),1605,38,84.9,40.7,3.7,10.3,5.4,7.1,23,4.3,2.2,3.4,60.1,34.4,23.3,21.5,18.3,36.9,9.4,49.5,231000
,05800108,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 8 (Ekkällan-Stolplyckan),1353,49,79.4,19.5,3.1,6.7,4.6,16.3,31.4,10.1,3.7,4.5,34.1,57.8,32.5,28.6,12.9,26,14.8,43.4,166000
,05800109,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 9 (Gottfridsberg NO),1403,49,79.3,21.9,5.2,8.1,5.2,12.3,31,9.9,2.6,3.7,40.4,53.2,40.1,29.4,14.4,16.2,12.1,48.3,174000
,05800110,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 10 (Gottfridsberg SO),1197,37,81.8,31.8,5.8,8.7,7.5,9.9,26.1,4.6,1.7,4,53.7,40.6,42.9,21.8,13.7,21.6,7.2,49.2,176000
,05800111,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 11 (Fridhem),1244,29,85.7,28.3,6.4,11,5.6,11.3,25.5,5.7,3.1,3.1,51.3,42.5,28.5,29.6,19.5,22.4,7.4,56.7,228000
,05800112,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 12 (Barhäll-Tornhagen),1384,21,88.9,31.6,5.5,9.9,6,9.4,28.7,5.2,1.6,2,53.1,43.3,17,29.8,27.5,25.7,9.3,46,257000
,05800113,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 13 (Åbylund),1356,47,80.3,21.6,3.7,7.1,3.3,9.3,40.8,7.5,3,3.7,35.7,57.6,28.6,29,17.8,24.6,14.6,37,185000
,05800114,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 14 (Valla),1529,38,83.4,35.5,6.5,10.1,6.5,12.9,18.1,4.7,2.5,3.3,58.6,35.6,44,24.4,14.9,16.7,6.1,60.4,174000
,05800115,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 15 (T1 N),1545,48,84.9,30.8,5.6,12.3,6.9,13.4,20.2,5.1,0.9,4.8,55.6,38.7,48.6,28.3,10.9,12.2,11.7,66.2,155000
,05800116,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 16 (T1 S),1398,46,84.8,30.5,5.5,11.7,5,14.4,22.7,5.3,1.5,3.4,52.7,42.4,47.3,31.3,13.6,7.9,11.6,66.3,149000
,05800117,05,Östergötlands läns landsting,0580,Linköping,Domkyrko 17 (Innerstaden N),1302,40,80.3,38.3,3.3,9.6,4.1,10.3,23.5,5.6,2.3,2.9,55.3,39.4,32.7,25.1,20.8,21.4,8.9,50.6,225000
,05800201,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 1 (Innerstaden NO),1408,44,77.9,34.5,3.4,6.9,5.9,10.6,27,6.4,2.4,3,50.6,44,35.4,28.3,21.4,14.9,16.7,43.1,216000
,05800202,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 2 (Innerstaden Ö),1499,26,78.5,40.8,4.4,10.3,6.5,8.7,20.2,4.2,2.3,2.6,62,33.1,28.9,23.3,19.7,28.1,9.6,46.9,229000
,05800203,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 3 (Hejdegården),1475,46,75.8,31.5,5.5,9.7,6.1,10.6,24.9,5,3.7,2.9,52.8,40.6,37.6,30.4,18.4,13.6,9.8,44.6,209000
,05800204,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 4 (Kungsberget V mfl),1417,43,78.3,30.5,4.7,9.2,4.5,8,30.4,5.1,3.8,3.7,48.9,43.6,33.7,26.7,17.3,22.3,9.1,39.2,221000
,05800205,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 5 (Kungsberget-Tannefors N),1454,65,74.8,30.9,3.8,7.1,4.3,8.3,31.1,5.7,4.6,4.1,46.2,45.1,33.3,31.7,19.3,15.7,10.7,33,200000
,05800206,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 6 (Råberga-Tannefors S),1449,58,77.2,29.6,3.4,6.5,7.1,9.5,31.4,6,2.6,3.9,46.6,46.9,23.3,31.5,22,23.1,8.8,34.8,221000
,05800207,05,Östergötlands läns landsting,0580,Linköping,S:t Lars 7 (Innerstaden SO),1458,54,82.4,37,3.6,10.2,5.9,8,25.1,4.5,2.4,3.3,56.7,37.5,27.3,22.2,21.7,28.7,12.1,43.5,228000
,05800301,05,Östergötlands läns landsting,0580,Linköping,Landeryd 1 (Hackefors mfl),1375,11,89.1,42.6,5.1,12.3,6,6.2,20.8,3.3,1.5,2.1,66,30.3,9.7,40.4,24,25.8,4.7,49.5,285000
,05800302,05,Östergötlands läns landsting,0580,Linköping,Landeryd 2 (Ekholmen NO mfl),1410,43,78,24.7,3.1,6.8,5.9,4.8,44.1,4.3,3,3.3,40.5,53.2,14.7,27.6,21.7,36,13.4,26.3,196000
,05800303,05,Östergötlands läns landsting,0580,Linköping,Landeryd 3 (Kvinneby mfl),1304,19,89.9,39.5,3.1,10.1,9.1,4.5,27.3,2.2,2.4,1.7,61.8,34.1,9.4,22.6,22.2,45.9,6.7,39.7,240000
,05800304,05,Östergötlands läns landsting,0580,Linköping,Landeryd 4 (Ekholmen NV),1508,23,83.8,24.7,3,8.6,3.8,6.7,43,3.8,3.9,2.4,40.2,53.5,9.2,27.1,24,39.7,9.4,28.9,227000
,05800305,05,Östergötlands läns landsting,0580,Linköping,Landeryd 5 (Ekholmen SO),1333,15,82.6,18.6,2.1,7.1,4.7,7.5,47.4,5,4.3,3.3,32.5,59.9,13.3,27.5,22.3,36.9,8.2,18,210000
,05800306,05,Östergötlands läns landsting,0580,Linköping,Landeryd 6 (Hjulsbro Mellersta),1206,18,90.4,52.1,3.6,12.2,7.7,2.6,16.6,2.5,1.2,1.5,75.6,21.7,12.3,34.2,27,26.5,5.7,54.4,306000
,05800307,05,Östergötlands läns landsting,0580,Linköping,Landeryd 7 (Ekholmen SV),1346,15,84.4,29.6,3.6,10.7,4.9,6.1,36,4.3,3.1,1.9,48.7,46.4,13.3,33.1,27.4,26.2,8.8,38.7,259000
,05800308,05,Östergötlands läns landsting,0580,Linköping,Landeryd 8 (Ullstämma),1045,17,86.5,31.6,3.3,10.7,5.7,9.7,29.4,3.9,3.8,1.9,51.3,43,19.4,40.4,23.8,16.4,7.8,41.4,261000
,05800309,05,Östergötlands läns landsting,0580,Linköping,Landeryd 9 (Möjetorp-Holmen),612,3,86.3,36.2,4.4,9.5,6,6,28.2,2.9,3.7,3.1,56.1,37.1,15,47.7,18.1,19.1,4.9,40.5,263000
,05800401,05,Östergötlands läns landsting,0580,Linköping,Slaka 1 (Lambohov C),1555,125,80.3,18.8,3.3,8.4,5.6,12,38.7,5.9,3.3,4,36.1,56.6,28.8,39.5,18.6,13.1,26.4,48.3,179000
,05800402,05,Östergötlands läns landsting,0580,Linköping,Slaka 2 (Lambohov Ö),1526,67,84.1,24.7,4.8,9.8,6.5,10.1,33.6,5.6,2,2.9,45.8,49.3,19.6,51,20.9,8.5,21.2,50.2,262000
,05800403,05,Östergötlands läns landsting,0580,Linköping,Slaka 3 (Slaka-Lilla Mjärdevi),1601,70,83.4,29.3,5.5,10.7,7.7,9.5,27.3,4.8,1.7,3.5,53.2,41.6,23.5,42.5,21.5,12.5,14.9,50.2,244000
,05800404,05,Östergötlands läns landsting,0580,Linköping,Slaka 4 (Lambohov S),1542,81,80.7,15.5,3.8,8,8.9,9.7,39.3,8.1,3.4,3.3,36.3,57,21.8,40.5,26.1,11.6,23.5,41.8,221000
